,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0088849,"('Hermann', 'actor')","('Rosa', 'actress')","('Unni', 'actress')","('Willy', 'actor')",,,,,,,,,,,,,,
0088850,"('Montgomery Brewster', 'actor')","('Spike Nolan', 'actor')","('Angela Drake', 'actress')","('Warren Cox', 'actor')",,,,,,,,,,,,,,
0088851,"('Frankenstein', 'actor')","('Eva', 'actress')","('Clerval', 'actor')","('Viktor', 'actor')",,,,,,,,,,,,,,
0088861,"('Max', 'actor')","('Stationsbediende', 'actor')","('Dame in trein', 'actress')","('Taxi-chauffeur', 'actor')",,,,,,,,,,,,,,
0088864,"('Robert Willow', 'actor')","('David Bennett', 'actor')","('Edward', 'actor')","('Steve', 'actor')",,,,,,,,,,,,,,
0088866,"(""Robert O'Hara Burke"", 'actor')","('William John Wills', 'actor')","('Julia Matthews', 'actress')","('John King', 'actor')",,,,,,,,,,,,,,
0088870,"('Boetius', 'actor')","('Klever', 'actor')","('Fray Lupo', 'actor')","('Princess Alba', 'actress')",,,,,,,,,,,,,,
0088873,"('Albin Mougeotte', 'actor')","(""'Zaza Napoli'"", 'actor')","('Renato Baldi', 'actor')","('Cindy', 'actress')","('Mortimer', 'actor')",,,,,,,,,,,,,
0088876,"('Wes Pennington', 'actor')","('Cyril Kidman', 'actor')","('Don Jackson', 'actor')","('The Tainuia Kid', 'actor')",,,,,,,,,,,,,,
0088879,"('Il Professore', 'actor')","('Rosaria', 'actress')","('comissario Iervolino', 'actor')","('Salvatore', 'actor')",,,,,,,,,,,,,,
0088881,"('Stranger', 'actor')","('Guard', 'actor')","('Prison Boss', 'actor')","('Sheriff', 'actor')",,,,,,,,,,,,,,
0088882,"('Boki', 'actor')","('Pajko', 'actor')","('Miki', 'actor')","('Mrki', 'actor')",,,,,,,,,,,,,,
0088883,"('Jacqueline', 'actress')","('Gerald', 'actor')","('Kevin', 'actor')","('Reg Sampson', 'actor')",,,,,,,,,,,,,,
0088885,"('Love-a-Lot Bear', 'actress')","('Mr. Cherrywood', 'actor')","('The Spirit', 'actress')","('Jason', 'actor')",,,,,,,,,,,,,,
0088889,"('Our Girl', 'actress')","('Amanda', 'actress')","('Dick Morrison', 'actor')","('Dr. Vinny Donatti', 'actor')","('Cressner', 'actor')",,,,,,,,,,,,,
0088891,"('Rex', 'actor')","('Eba', 'actress')","('Dar', 'actor')","('Saba', 'actress')",,,,,,,,,,,,,,
0088892,"('Tim Murphy', 'actor')","('Paula Murphy', 'actress')","('Luke', 'actor')","('Rafer', 'actor')",,,,,,,,,,,,,,
0088895,"('Scarlet McGinnis', 'actress')","('Tracy Freeman', 'actress')","('Sniffer', 'actor')","('Lt. Speier', 'actor')",,,,,,,,,,,,,,
0088896,"('Dashiel', 'actor')","('Bruna', 'actress')","('Raymond Hall', 'actor')","('Susan Porter', 'actress')",,,,,,,,,,,,,,
0088898,"('Keith', 'actor')","('Carrie', 'actress')","('Alison', 'actress')","('Dudley', 'actor')",,,,,,,,,,,,,,
0088915,"('Zach', 'actor')","('Larry', 'actor')","('Mark', 'actor')","('Morales', 'actress')",,,,,,,,,,,,,,
0088925,"('Lee', 'actor')","('Mick', 'actor')","('Yogi', 'actress')","('Albert', 'actor')",,,,,,,,,,,,,,
0088926,"('Aioanei', 'actor')","('Faranga', 'actor')","('Puiu Faranga', 'actor')","('Madalina', 'actress')",,,,,,,,,,,,,,
0088929,"('Cal', 'actor')","('Tank', 'actor')","('Fern', 'actress')","('Sissy', 'actress')",,,,,,,,,,,,,,
0088930,"('Mrs. Peacock', 'actress')","('Wadsworth', 'actor')","('Mrs. White', 'actress')","('Professor Plum', 'actor')",,,,,,,,,,,,,,
0088931,"('Becker', 'actor')","('Terri', 'actress')","('T. George McDowell', 'actor')","('Kim', 'actor')",,,,,,,,,,,,,,
0088933,"('Art Selwyn', 'actor')","('Ben Luckett', 'actor')","('Joe Finley', 'actor')","('Walter', 'actor')",,,,,,,,,,,,,,
0088934,"('Gus Lang', 'actor')","('Jurgen Brausch', 'actor')","('Walter Hoffman', 'actor')","('Ernst Ritter', 'actor')",,,,,,,,,,,,,,
0088936,"('Eddie Cusack', 'actor')","('Luis Comacho', 'actor')","('Commander Kates', 'actor')","('Tony Luna', 'actor')",,,,,,,,,,,,,,
0088938,"('Margelatu', 'actor')","('Agatha Slatineanu', 'actress')","('Buza de iepure', 'actor')","('Troianoff', 'actor')",,,,,,,,,,,,,,
0088939,"('Albert', 'actor')","('Celie Johnson', 'actress')","('Sofia', 'actress')","('Shug Avery', 'actress')",,,,,,,,,,,,,,
0088940,"('Inspector Ronn Warren', 'actor')","('Dr. Yuri Soboda', 'actor')","('Swann', 'actor')","('Jacqueline', 'actress')",,,,,,,,,,,,,,
0088944,"('John Matrix', 'actor')","('Cindy', 'actress')","('Arius', 'actor')","('Bennett', 'actor')",,,,,,,,,,,,,,
0088947,"('Judith Singer', 'actress')","('David Suarez', 'actor')","('Bob Singer', 'actor')","('Nancy Miller', 'actress')",,,,,,,,,,,,,,
0088952,"('Christopher Newley', 'actor')","('Alley Daniels', 'actress')","('Frank Newley', 'actor')","('Diana Newley', 'actress')",,,,,,,,,,,,,,
0088954,"('Mari Pili', 'actress')","('Lota', 'actress')","('Sul', 'actress')","('Roque', 'actor')","('Fray José', 'actor')","('Tarsicio', 'actor')","('Putifar', 'actor')",,,,,,,,,,,
0088959,"('Ethel Janowski', 'actress')",,,,,,,,,,,,,,,,,
0088960,"('Dr. Harry Wolper', 'actor')","('Meli', 'actress')","('Boris Lafkin', 'actor')","('Barbara Spencer', 'actress')",,,,,,,,,,,,,,
0088961,"('Mike Davison', 'actor')","('Beth Sladen', 'actress')","('David Perkins', 'actor')","('Jon Fennel', 'actor')",,,,,,,,,,,,,,
0088963,"('Kim', 'actress')","('Steven Penny', 'actor')","('Ronnie Boyles', 'actor')","('Skip Holliday', 'actor')",,,,,,,,,,,,,,
0088967,"('Helene Trend', 'actress')","('Arthur Coddish', 'actor')","('Faron Crush', 'actor')","('Nancy', 'actress')",,,,,,,,,,,,,,
0088968,"('Rudy Veloz', 'actor')","('Orlando', 'actor')","('Lou Rose', 'actor')","('Liz Garcia', 'actress')",,,,,,,,,,,,,,
0088979,"('Joyce Richardson', 'actress')","('Andy Richardson', 'actor')","('Dr. Ellen Lamb', 'actress')","('Elaine Fox', 'actress')",,,,,,,,,,,,,,
0088981,"('Yan', 'actor')","('Hing', 'actor')","('Sunny', 'actor')","('Amy', 'actress')",,,,,,,,,,,,,,
0088983,"('Jirô', 'actor')","('Oyuki', 'actress')","('Tenkai', 'actor')","('Saigô Takamori', 'actor')","('Chico', 'actress')","('Julie Rochelle', 'actress')",,,,,,,,,,,,
0088986,"('Madho Pandey', 'actor')","('Sanjeevan Ram', 'actor')","(""Sanjeevan Ram's Wife"", 'actress')","('Mahatmain', 'actress')",,,,,,,,,,,,,,
0088987,"('Ruth Ellis', 'actress')","('David Blakely', 'actor')","('Desmond Cussen', 'actor')","('Andy', 'actor')",,,,,,,,,,,,,,
0088992,"('Amiro', 'actor')",,,,,,,,,,,,,,,,,
0088993,"('Sarah', 'actress')","('John', 'actor')","('Rhodes', 'actor')","('McDermott', 'actor')",,,,,,,,,,,,,,
0089001,"('Lee Kam Lun', 'actor')","('Inspector Bill', 'actor')","('Mummy', 'actress')","('Inspector Pang', 'actor')",,,,,,,,,,,,,,
0089002,"('Michael Tucker', 'actor')","('Sandy', 'actress')","('Lucas', 'actor')","('Jeannie', 'actress')",,,,,,,,,,,,,,
0089003,"('Paul Kersey', 'actor')","('Kathryn Davis', 'actress')","('Richard Shriker', 'actor')","('Bennett', 'actor')",,,,,,,,,,,,,,
0089009,"(""Nicholas 'Nick' Mullen"", 'actor')","('Nina Beckman', 'actress')","('Vernon Bayliss', 'actor')","('Dennis Markham', 'actor')",,,,,,,,,,,,,,
0089011,"('Terje Svahberg', 'actor')","('Rigmor', 'actress')","('Tandvik', 'actor')","('Hippien', 'actor')",,,,,,,,,,,,,,
0089013,"('George', 'actor')","('Cheryl', 'actress')","('Ken', 'actor')","('Hannah', 'actress')",,,,,,,,,,,,,,
0089015,"('Vivian Bell', 'actress')","('Cay Rivvers', 'actress')","('Frances Parker', 'actress')","('Silver', 'actress')",,,,,,,,,,,,,,
0089016,"('Giulia', 'actress')","('Emilio', 'actor')","('Amalia', 'actress')","('Stefano', 'actor')",,,,,,,,,,,,,,
0089017,"('Roberta Glass', 'actress')","('Susan', 'actress')","('Dez', 'actor')","('Gary Glass', 'actor')",,,,,,,,,,,,,,
0089019,"('Donald Wilson', 'actor')","('Paul Miller', 'actor')","('Carlo Lombardi', 'actor')","('Bruno Falcone', 'actor')",,,,,,,,,,,,,,
0089023,"('Deacon Porter', 'actor')","('Audrey', 'actress')","('Spencer', 'actor')","('Bartlett', 'actor')",,,,,,,,,,,,,,
0089029,"('Fang Shih Yu', 'actor')","('Monk San Te', 'actor')","('Miao Tsui Hua', 'actress')",,,,,,,,,,,,,,,
0089034,"('Doctor Thomas Rock', 'actor')","('Robert Fallon', 'actor')","('Jennie Bailey', 'actress')","('Dr. Murray', 'actor')",,,,,,,,,,,,,,
0089036,"('Duke Jarrett', 'actor')","('Guard Kowinski', 'actor')","('Vaudevillan', 'actor')",,,,,,,,,,,,,,,
0089037,"('Steven', 'actor')","('Clara', 'actress')","('Roberto', 'actor')","('Dino', 'actor')",,,,,,,,,,,,,,
0089038,"('Inspector Harris', 'actor')","('Giles', 'actor')","('Kate', 'actress')","('Detective Sergeant Powell', 'actor')",,,,,,,,,,,,,,
0089048,"('Ramón', 'actor')","('Rodolfo', 'actor')","('Doña Herlinda', 'actress')","('Olga', 'actress')",,,,,,,,,,,,,,
0089051,"('Wiebren Hogerhuis', 'actor')","('Inspecteur van politie', 'actor')","('Ymkje Jansma', 'actress')","('Pieter Jelsma', 'actor')",,,,,,,,,,,,,,
0089052,"('Alice Hargreaves', 'actress')","('Reverend Charles L. Dodgson', 'actor')","('Lewis Carroll', 'actor')","('Jack Dolan', 'actor')","('Sally Mackeson', 'actress')",,,,,,,,,,,,,
0089055,"('Nathalie', 'actress')","('Baron Plessis du Regard', 'actor')","('M. Leroy-Murville', 'actor')",,,,,,,,,,,,,,,
0089056,"('Pierre', 'actor')","('Véronique', 'actress')","('Maurice, le boucher', 'actor')","(""L'élève de l'auto-école"", 'actor')",,,,,,,,,,,,,,
0089057,"('Mattia Pascal', 'actor')","('Clara', 'actress')","('Terenzio Papiano', 'actor')","('Adriana Paleari', 'actress')",,,,,,,,,,,,,,
0089060,"('Paul Bradford', 'actor')","('Mestema', 'actor')","('Gwen Rogers', 'actress')","('Girl in Dream', 'actress')",,,,,,,,,,,,,,
0089061,"('Magda', 'actress')","('Le père', 'actor')","('Hendrick', 'actor')","('Klein Anna', 'actress')",,,,,,,,,,,,,,
0089065,"('Brooke', 'actress')","('Maggie', 'actress')","('Michael', 'actor')","('Greg', 'actor')","('Olga Nabokova', 'actress')","('Eleanor Harvey', 'actress')",,,,,,,,,,,,
0089066,"('William Prospero', 'actor')","('Arielle', 'actress')","('Inspector Neveu', 'actor')","('Françoise Chenal', 'actress')",,,,,,,,,,,,,,
0089072,"('Charlotte Castang', 'actress')","('Clara Bauman', 'actress')","('Lulu', 'actress')","('Léone', 'actress')",,,,,,,,,,,,,,
0089074,"('Falkay Gábor, a fõnök', 'actor')","('Bozodi János, ügyeletes tûzoltó', 'actor')","('Hajdúné', 'actress')","('Ibike', 'actress')","('Az elnök', 'actor')",,,,,,,,,,,,,
0089077,"('Tommy', 'actor')","('Mike', 'actor')","('Linda', 'actress')","('Ling Ling', 'actress')",,,,,,,,,,,,,,
0089079,"('Eleni', 'actress')","('Nick', 'actor')","('Katina', 'actress')","('Katis', 'actor')",,,,,,,,,,,,,,
0089081,"('Marie', 'actress')","('Film director', 'actor')","('Christa', 'actress')","(""Marie's friend"", 'actor')",,,,,,,,,,,,,,
0089084,"('Ötvös Csöpi', 'actor')","('Dr. Kardos', 'actor')","('Új rendõrfõnök', 'actor')","('Kapa bácsi', 'actor')",,,,,,,,,,,,,,
0089085,"('Bob Gratton', 'actor')","('Linda Gratton', 'actress')","(""L'auto-stoppeuse"", 'actress')","(""Le photographe, le preacher, l'homme du canot"", 'actor')",,,,,,,,,,,,,,
0089087,"('Bill Markham', 'actor')","('Jean Markham', 'actress')","('Young Heather', 'actress')","('Young Tommy', 'actor')",,,,,,,,,,,,,,
0089091,"('Ron Shannon', 'actor')","('Lilith', 'actress')","('Kurt Karnak', 'actor')","('Professor Levin', 'actor')",,,,,,,,,,,,,,
0089092,"('Davidge', 'actor')","('Drac', 'actor')","('Stubbs', 'actor')","('Arnold', 'actor')",,,,,,,,,,,,,,
0089103,"('Forster', 'actor')","('Bruno', 'actor')","('Claude', 'actor')","('Florence', 'actress')",,,,,,,,,,,,,,
0089104,"('Trash', 'actor')","('Floyd Wrangler', 'actor')","('Moon Grey', 'actress')","('Strike', 'actor')",,,,,,,,,,,,,,
0089108,"('Antonio', 'actor')","('Elvira', 'actress')","('Mamá Cora', 'actor')","('Jorge', 'actor')",,,,,,,,,,,,,,
0089109,"('Kurt', 'actor')","('Fred', 'actor')","('Cora', 'actress')","('Dr. Kozmar', 'actor')",,,,,,,,,,,,,,
0089114,"('Ben Crandall', 'actor')","('Wolfgang Müller', 'actor')","('Darren Woods', 'actor')","(""Steve Jackson's Gang"", 'actor')",,,,,,,,,,,,,,
0089115,"('Sor Ana', 'actress')","('Sor Ángela', 'actress')","('La Priora', 'actress')","('La Huéspeda', 'actress')",,,,,,,,,,,,,,
0089118,"('Roland Tyler', 'actor')","('Leo McCarthy', 'actor')","('Ellen', 'actress')","('Lipton', 'actor')",,,,,,,,,,,,,,
0089122,"('Jessica', 'actress')","('Sunny', 'actor')","('Ringo', 'actor')","('Sparks', 'actor')",,,,,,,,,,,,,,
0089123,"('Géza', 'actor')","('Éva', 'actress')","('Éva', 'actress')","('Erika', 'actress')",,,,,,,,,,,,,,
0089124,"('Clara', 'actress')","('John', 'actor')","('Anna', 'actress')","('Stig', 'actor')",,,,,,,,,,,,,,
0089129,"('Matt Sherman', 'actor')","('Michael Stafford', 'actor')","('June Wolsky', 'actress')","('Meryl Stanton', 'actress')",,,,,,,,,,,,,,
0089134,"('Angela Duvall', 'actress')","('Joanna', 'actress')","('Dr. Cuña', 'actor')",,,,,,,,,,,,,,,
0089136,"('Vanni Porelli', 'actor')","('Gaia Franchi', 'actress')","('Sandra', 'actress')","('Nicola Porelli', 'actor')",,,,,,,,,,,,,,
0089139,"('Taggart', 'actor')","('Flo', 'actress')","('Charley', 'actor')","('Amy', 'actress')",,,,,,,,,,,,,,
0089153,"('Martin', 'actor')","('Agnes', 'actress')","('Steven', 'actor')","('Hawkwood', 'actor')",,,,,,,,,,,,,,
0089154,"('Roy Hunter', 'actor')","('Gail Bordon', 'actress')","('Jeff Bordon', 'actor')","('Dolores Hunter', 'actress')",,,,,,,,,,,,,,
0089155,"(""Irwin 'Fletch' Fletcher"", 'actor')","('Chief Jerry Karlin', 'actor')","('Gail Stanwyk', 'actress')","('Frank Walker', 'actor')",,,,,,,,,,,,,,
0089160,"('Eddie', 'actor')","(""May's half-brother"", 'actor')","('May', 'actress')","(""Eddie's half-sister"", 'actress')","('Old Man', 'actor')","('Martin', 'actor')",,,,,,,,,,,,
0089161,"('Nina von Halder', 'actress')","('Fritz Friedländer', 'actor')","('Ruth Friedländer', 'actress')","('Major Stauffel', 'actor')",,,,,,,,,,,,,,
0089162,"('Tina Lehman', 'actress')","('Stefan (Stevie) Dromberger', 'actor')","('Moderator', 'actor')",,,,,,,,,,,,,,,
0089163,"('Patrizia', 'actress')","(""Emilio's step-sister"", 'actress')","('Emilio', 'actor')","(""Patrizia's step-brother"", 'actor')","('Franco', 'actor')","(""Emilio's Teacher"", 'actor')","('Michelle', 'actress')","('The Model', 'actress')",,,,,,,,,,
0089164,"('Oscar Pilli', 'actor')","('Marcello Lupi', 'actor')","('Belucci', 'actor')","('Boda', 'actor')",,,,,,,,,,,,,,
0089167,"('Wendell Tvedt', 'actor')","('Ashley Taylor', 'actress')","('Joe Gillespie', 'actor')","(""Charles 'Chas' Lawlor III"", 'actor')",,,,,,,,,,,,,,
0089169,"('Karl', 'actor')","('Richard', 'actor')","('Anna', 'actress')","('Trude', 'actress')",,,,,,,,,,,,,,
0089173,"('Pam', 'actress')","('Tommy', 'actor')","('Vinnie', 'actor')","('Nurse Yates', 'actress')","('Receptionist', 'actress')",,,,,,,,,,,,,
0089175,"('Jerry Dandrige', 'actor')","('Charley Brewster', 'actor')","('Amy Peterson', 'actress')","('Peter Vincent', 'actor')",,,,,,,,,,,,,,
0089177,"('Kidstuff', 'actor')","('Fastbuck', 'actor')","('Herb', 'actor')","('Rawhide', 'actor')","('Sandy', 'actor')",,,,,,,,,,,,,
0089181,"('Splatter', 'actor')","('Dorothy Grim', 'actress')","('Paul', 'actor')","('Steve', 'actor')",,,,,,,,,,,,,,
0089194,"('Kishan Kumar Khanna', 'actor')","('Anuradha Saxena', 'actress')","('Inspector Geeta Sinha', 'actress')","('Ranjit Saxena', 'actor')",,,,,,,,,,,,,,
0089199,"('The Man', 'actor')","('Robert Walters', 'actor')","('Harriet', 'actress')","('Elvira (segment \\Born in East L.A.\\)', 'actress')","('Immigration Officer', 'actor')","('Aerobic Girl (segment \\Get Out of My Room\\)', 'actress')",,,,,,,,,,,,
0089200,"('Jonathan Graves', 'actor')","('Rebecca', 'actress')","('Malcolm Graves', 'actor')","('Wolfgang', 'actor')",,,,,,,,,,,,,,
0089201,"('Ranjit Singh Choudhary', 'actor')","('Jabhar', 'actor')","('SP Sultan Singh', 'actor')","('Moran', 'actress')",,,,,,,,,,,,,,
0089203,"('Marty Flynn', 'actor')","('Marshall Wilson', 'actor')","('Jack Larmon', 'actor')","('Aaron Wohl', 'actor')",,,,,,,,,,,,,,
0089206,"('Giovanni', 'actress')","('Campanella', 'actress')","('Zanelli', 'actress')",,,,,,,,,,,,,,,
0089208,"('Mr. Malene', 'actor')","('Rikki', 'actress')","('DTV Host', 'actor')","('Zach', 'actor')",,,,,,,,,,,,,,
0089209,"('Ion Teodorescu', 'actor')","('Iorgu Ordeanu', 'actor')",,,,,,,,,,,,,,,,
0089217,"('Nancy Callaghan', 'actress')","('David', 'actor')","('Moishe', 'actor')","('Ilana', 'actress')",,,,,,,,,,,,,,
0089218,"('Mikey', 'actor')","('Brand', 'actor')","('Chunk', 'actor')","('Mouth', 'actor')",,,,,,,,,,,,,,
0089221,"('Vic Mathews', 'actor')","('Ruth Chancellor', 'actress')","('Jeff Jeffries', 'actor')","('Father Cobb', 'actor')",,,,,,,,,,,,,,
0089222,"('Jonathan', 'actor')","('Sasha', 'actress')","('Manolo', 'actor')","('Al', 'actor')",,,,,,,,,,,,,,
0089230,"('Gritta', 'actress')","('Julius Ortel von Rattenzuhausbeiuns', 'actor')","('Anna Bollena Maria Nesselkrautia', 'actor')","('Kuno Gebhardt Müffert', 'actor')",,,,,,,,,,,,,,
0089231,"('Gros dégueulasse', 'actor')","('La fille à la voiture', 'actress')","('Le maître-nageur', 'actor')","('La marchande de fraises', 'actress')",,,,,,,,,,,,,,
0089233,"('Mad Dog Joe DeCurso', 'actor')","('The Mask', 'actor')","('Lola', 'actress')","('Angel Face', 'actress')",,,,,,,,,,,,,,
0089238,"('Double Circle Pu', 'actor')","('Wei Hsiao-Tieh', 'actress')","('Chin-Hua', 'actress')","('May', 'actress')",,,,,,,,,,,,,,
0089243,"('Jonathan Cabot', 'actor')","('Princess Rubali', 'actress')","('Zamir', 'actor')","('Paley', 'actor')",,,,,,,,,,,,,,
0089251,"('Hanna', 'actress')","('Alex', 'actor')","('Miguel', 'actor')","('Janelle', 'actress')",,,,,,,,,,,,,,
0089254,"('Jessie', 'actor')","('Bobby', 'actor')",,,,,,,,,,,,,,,,
0089256,"('Diane', 'actress')","('Selim', 'actor')","('Massoud', 'actor')","('Monsieur Raoul', 'actor')",,,,,,,,,,,,,,
0089259,"('Fat Cat', 'actor')","('Mr. Chow', 'actor')","('Koko', 'actress')",,,,,,,,,,,,,,,
0089264,"('Brother Thadeus', 'actor')","('Michael Dunn', 'actor')","('Brother Timothy', 'actor')","('Danni', 'actress')",,,,,,,,,,,,,,
0089265,"('Bobby Fantana', 'actor')","('Lenny Barnes', 'actor')","('Emily Barnes', 'actress')","('Rafferty', 'actor')",,,,,,,,,,,,,,
0089268,"('Jan', 'actress')","('Jack', 'actor')","('Tina', 'actress')","('Member of Squad', 'actress')",,,,,,,,,,,,,,
0089269,"('Silk', 'actor')","('Susan', 'actress')","('Dr. Dane', 'actor')","('Ron', 'actor')",,,,,,,,,,,,,,
0089270,"('Baldy', 'actor')","('Siu-Fung', 'actress')","('Fatty', 'actor')","('Mark', 'actor')",,,,,,,,,,,,,,
0089271,"('Hercules', 'actor')","('Urania', 'actress')","('Glaucia', 'actress')","('King Minos', 'actor')",,,,,,,,,,,,,,
0089272,"('Henry Bigg', 'actor')","('Lucy Little', 'actress')","('Tom Little', 'actor')","('Uncle Augustus', 'actor')",,,,,,,,,,,,,,
0089274,"('Bobby', 'actor')","('The Psychiatrist', 'actor')",,,,,,,,,,,,,,,,
0089275,"('Tatsuo', 'actor')","('Kimiko', 'actress')","('Yamakawa', 'actor')","(""Sachiko, Tatsuo's wife"", 'actress')",,,,,,,,,,,,,,
0089276,"('Alicia', 'actress')","('Roberto', 'actor')","('Ana', 'actress')","('Enrique', 'actor')",,,,,,,,,,,,,,
0089280,"('Kevin', 'actor')","('Amy', 'actress')","('Kyle', 'actor')","('Daphne', 'actress')",,,,,,,,,,,,,,
0089283,"('Noel Holcroft', 'actor')","('Johann von Tiebolt', 'actor')","('Jonathan Tennyson', 'actor')","('Helden von Tiebolt', 'actress')","('Helden Tennyson', 'actress')","('Althene Holcroft', 'actress')",,,,,,,,,,,,
0089284,"('Grimm', 'actor')","('Lise', 'actress')","('Georges', 'actor')","('Simon Labrosse', 'actor')",,,,,,,,,,,,,,
0089290,"('Thierry Berger', 'actor')","('Mayene', 'actor')","('Francine', 'actress')","('Villain', 'actor')",,,,,,,,,,,,,,
0089293,"('Yim Gou-wai', 'actor')","('Fa Tsai-lung', 'actor')","('Connie (Guest star)', 'actress')","('(Guest star)', 'actor')",,,,,,,,,,,,,,
0089296,"('César', 'actor')","('Pilar', 'actress')","('Saga', 'actress')","('Rubén Blázquez y Delgado de Aguilera', 'actor')",,,,,,,,,,,,,,
0089297,"('Macabéa', 'actress')","('Olímpico de Jesus', 'actor')","('Glória', 'actress')","('Madame Carlota (the macumbeira)', 'actress')",,,,,,,,,,,,,,
0089299,"('Dr. Marbuse', 'actor')","('Gary', 'actor')","('Sally Smith', 'actress')","('The Pothead', 'actor')","('Louise', 'actress')","('Teacher', 'actor')",,,,,,,,,,,,
0089302,"('Ricky', 'actor')","('Jason', 'actor')","('Arney', 'actor')","('Stanley', 'actor')",,,,,,,,,,,,,,
0089304,"('Barry', 'actor')","('Michael', 'actor')","('Joey', 'actor')","('Scotty', 'actor')",,,,,,,,,,,,,,
0089305,"('Marty', 'actor')","('Kenny', 'actor')","('Brad', 'actor')","('Chuck', 'actor')",,,,,,,,,,,,,,
0089306,"('Christine Webber', 'actress')","('Greg Standford', 'actor')","('Clive Webber', 'actor')","('Detective Inspector Nolan', 'actor')",,,,,,,,,,,,,,
0089308,"('Stefan', 'actor')","('Jenny', 'actress')","('Ben', 'actor')","('Mariana', 'actress')",,,,,,,,,,,,,,
0089312,"('Catherine', 'actress')","('Roch', 'actor')","('Hélène', 'actress')","('Isabelle', 'actress')",,,,,,,,,,,,,,
0089313,"('Heidrun', 'actress')","('Kaja', 'actress')","('Mie', 'actress')","('Peik', 'actor')",,,,,,,,,,,,,,
0089322,"('Kuksja', 'actor')","('Signy', 'actress')","('Torir', 'actor')","('Sigurd', 'actor')",,,,,,,,,,,,,,
0089323,"('Otto Schneeweiss', 'actor')","('Gustav', 'actor')","('Trudi', 'actress')","('Hans', 'actor')",,,,,,,,,,,,,,
0089326,"('Tom Turner', 'actor')","('Mary Ann Merson', 'actress')","('Ygor', 'actor')","('Paul', 'actor')",,,,,,,,,,,,,,
